feature	importance(chi2)	correlation(pointbiserialr)
mircheck_conclu_FAILED_MIR_EXTENSION	1.328212131703798	0.002823783639017124
mircheck_conclu_FBACK_SHORT	48.81501576681198	-0.01634611592903185
mircheck_conclu_MIR_ASSYMETRY	12.476869313229612	0.00822879231135793
mircheck_conclu_MIR_BULGE	18.22743264689331	0.010035417870713126
mircheck_conclu_MIXED_PAIRING	66.73160664004992	0.020225357656116674
mircheck_conclu_NONPAIRING	9.002003532271749	-0.012743057608515056
eff5p1_A	4.427030947446582	-0.006390393712731977
eff5p1_C	130.8808836751485	-0.028516440656181377
eff5p1_G	211.49643104016525	-0.037358489911793975
eff5p1_T	513.9527476435734	0.061536794642224994
eff5p2_A	85.87491916714556	0.025419523915832336
eff5p2_C	92.81917955245893	-0.024741270581086078
eff5p2_G	20.265470374488604	-0.012443475614932933
eff5p2_T	11.064583504961558	0.008852116304407125
eff5p3_A	10.670636189806034	0.009107277575497875
eff5p3_C	127.37068563196357	-0.0288335604569137
eff5p3_G	49.44620310550898	-0.019857186098648626
eff5p3_T	244.58994751506344	0.04046697076229712
eff5p4_A	5.452453992773417	0.006408226444702956
eff5p4_C	175.53422923659454	-0.034182174258518355
eff5p4_G	28.48049503156557	0.014933840773884922
eff5p4_T	11.316410179995486	0.00880679251466478
eff5p5_A	0.3544410710395097	0.001660217718916308
eff5p5_C	246.55275621247188	-0.04021568678439842
eff5p5_G	21.944587970016723	0.01282564720570677
eff5p5_T	62.377922075337835	0.020946205529134856
eff3p1_A	9.068245913805374	0.00874061061208618
eff3p1_C	27.60710853641295	-0.013627091513609585
eff3p1_G	29.839986098101182	0.01406508904385818
eff3p1_T	13.149600184215588	-0.009746894479809812
eff3p2_A	77.3425959200206	0.02359597498188891
eff3p2_C	101.80999786296229	-0.02637340540401069
eff3p2_G	15.047178296843757	-0.010760175144720635
eff3p2_T	23.20454485017638	0.012811733556791553
eff3p3_A	138.07857195868354	-0.02984089559503551
eff3p3_C	9.395597479337605	-0.008378901498762078
eff3p3_G	427.4469102736972	0.058295072012251606
eff3p3_T	121.93306060656809	-0.029308978879469323
eff3p4_A	30.22152459879844	0.014615708353630456
eff3p4_C	253.10528322391843	-0.04198050707062404
eff3p4_G	1.92586538499692	0.0038307734716205143
eff3p4_T	70.02277896268738	0.022341190595499334
eff3p5_A	44.69405028004719	0.01823174773886449
eff3p5_C	69.37582279304661	-0.02140875148303453
eff3p5_G	6.677524393220115	0.007177448050046491
eff3p5_T	7.6406990666208285	-0.007356882198495219
effmd1_A	9.066213860151873	0.008180295168668668
effmd1_C	269.1561395116894	-0.041936400732060425
effmd1_G	42.67239113656405	0.017983479714827985
effmd1_T	12.046203118176175	0.009406590058172007
effmd2_A	45.40431536033568	0.018648910918838708
effmd2_C	292.4663834791845	-0.043675426618048775
effmd2_G	0.5326589014079836	0.0020094590011409457
effmd2_T	39.00458268311029	0.016642298679621227
effmd3_A	4.498586767144799	0.00590653020783586
effmd3_C	256.4844796380103	-0.04075572421255204
effmd3_G	65.2993876681851	0.021957489569490986
effmd3_T	5.4972960484647935	0.006315701436632696
effmd4_A	47.03290835078516	0.018898090436709005
effmd4_C	106.28175231326487	-0.026184476260184143
effmd4_G	57.935319500137	0.020968230509486187
effmd4_T	51.02219242540076	-0.019218654359569737
effmd5_A	1.0113672337663195	-0.002784042167320239
effmd5_C	9.918352479286542	-0.008171319877670984
effmd5_G	18.26213064072458	0.011585853846598038
effmd5_T	0.2698571633790173	-0.0013807891946964572
eff5p1di_AA	14.164500626067422	0.00941694658655092
eff5p1di_AC	15.401756861031869	-0.009393505480537618
eff5p1di_AG	68.75926243740939	-0.020548796507150448
eff5p1di_AT	12.624436217647286	0.008670996455063388
eff5p1di_CA	15.051824166983744	-0.009172227812855307
eff5p1di_CC	98.27437032650732	-0.023284105768285594
eff5p1di_CG	19.858126209446628	-0.010570394753120207
eff5p1di_CT	32.389132401131974	-0.013426956618510693
eff5p1di_GA	37.257681423490006	-0.014658883679349788
eff5p1di_GC	69.62493704828593	-0.019682952487784695
eff5p1di_GG	71.98903002131946	-0.020146537829634173
eff5p1di_GT	46.6012061444702	-0.01619443732049751
eff5p1di_TA	783.1072616303678	0.06642323307910852
eff5p1di_TC	0.47367145653679715	-0.001656031334549704
eff5p1di_TG	115.42989633009915	0.02609094234383331
eff5p1di_TT	124.26294294373096	0.02683479207854808
eff5p2di_AA	154.81219577841924	0.029929662212495378
eff5p2di_AC	0.6434846563673255	0.0019145750360212623
eff5p2di_AG	19.413601951783555	-0.010896313077811557
eff5p2di_AT	212.8351402779795	0.034614154639458834
eff5p2di_CA	2.3377214776390876	-0.003646849408864272
eff5p2di_CC	178.73782021498874	-0.03155627123163502
eff5p2di_CG	92.06069759541434	-0.022747607723450906
eff5p2di_CT	6.197400551245228	0.00594971875071699
eff5p2di_GA	6.834834578805389	-0.006466414959849462
eff5p2di_GC	41.45402627421042	-0.015229208828826024
eff5p2di_GG	23.46564080462289	-0.011812924888782939
eff5p2di_GT	30.47543608342032	0.013116201000708972
eff5p2di_TA	0.5774150746690438	-0.001825797312574194
eff5p2di_TC	30.594906959858523	-0.013182878640973521
eff5p2di_TG	12.59035871380726	0.008544837787901296
eff5p2di_TT	89.38471003575997	0.022528176835147004
eff5p3di_AA	35.7446182717711	0.014531406026208749
eff5p3di_AC	52.46068198202433	-0.017393667635985238
eff5p3di_AG	6.3881273045024205	0.006180937598533193
eff5p3di_AT	21.975037402904047	0.01119372874652051
eff5p3di_CA	21.254258849592816	-0.011005202372184053
eff5p3di_CC	156.10630709666546	-0.029478479270738177
eff5p3di_CG	26.59327300430539	-0.01224884740505506
eff5p3di_CT	2.3614051546728883	-0.003648018579273717
eff5p3di_GA	30.622367343442974	-0.013562130308265809
eff5p3di_GC	59.96697952866845	-0.018473763359589855
eff5p3di_GG	0.2503779988277727	-0.0012244099325056674
eff5p3di_GT	1.2244863979708887	-0.0026619280781823005
eff5p3di_TA	135.10880923598555	0.027539898048404447
eff5p3di_TC	0.16938600290475772	0.000975248598933802
eff5p3di_TG	172.39712080797386	0.03158113977024368
eff5p3di_TT	24.51417186454092	0.011772049023908632
eff5p4di_AA	6.8946265287887885	0.006339018822101168
eff5p4di_AC	74.8531046347083	-0.02065331927228488
eff5p4di_AG	3.5120147295036865	0.004561726595255031
eff5p4di_AT	60.477498838527396	0.018666895239062977
eff5p4di_CA	20.905760718496946	-0.010950450232506488
eff5p4di_CC	150.64021572269294	-0.028959959768447605
eff5p4di_CG	113.71897134988366	-0.02530633298176659
eff5p4di_CT	1.167860753681204	-0.002580958608048006
eff5p4di_GA	6.204718045559932	0.006162169931885123
eff5p4di_GC	13.67541514605341	-0.008784237944615508
eff5p4di_GG	114.93757862660784	0.026023505012963685
eff5p4di_GT	0.8391789135028462	-0.002196273164041064
eff5p4di_TA	0.3129024102464675	-0.0013337941801377221
eff5p4di_TC	56.798690788500984	-0.017926807952256943
eff5p4di_TG	15.99225150008715	0.009588073493578044
eff5p4di_TT	104.43987994945446	0.02436419812082972
eff5p5di_AA	50.80800863015185	0.017326290715636666
eff5p5di_AC	54.843354800691415	-0.01786398697181473
eff5p5di_AG	17.208960937616673	-0.010061685703368
eff5p5di_AT	33.21042160999028	0.01381064978419478
eff5p5di_CA	28.289372810444245	-0.012639341564618881
eff5p5di_CC	250.13447851075304	-0.03749477338701118
eff5p5di_CG	42.32853837410685	-0.01542833308486432
eff5p5di_CT	18.56468160860111	-0.010263609865632045
eff5p5di_GA	101.8412724519939	0.02483533137846885
eff5p5di_GC	0.7284458260757486	-0.002027933895454661
eff5p5di_GG	5.3593014337874125	0.0055641397814123715
eff5p5di_GT	28.090466294964795	-0.012681418289371646
eff5p5di_TA	2.321594657199892	0.00364189169756855
eff5p5di_TC	27.549770366077286	-0.01250658172769837
eff5p5di_TG	105.24806120527067	0.024627113509853055
eff5p5di_TT	66.62937488898203	0.019563754010178677
eff3p1di_AA	73.08166555828974	0.020685771715238024
eff3p1di_AC	3.1031114589425535	0.004203709749406879
eff3p1di_AG	75.4151202306379	0.02066668192264682
eff3p1di_AT	1.4511780040605577	-0.0028998980322814004
eff3p1di_CA	0.000239650671240858	3.754963698810289e-05
eff3p1di_CC	63.48643793492924	-0.018943195542379297
eff3p1di_CG	0.9469280278837052	-0.002280617272560341
eff3p1di_CT	125.60713197851776	-0.026864506644792157
eff3p1di_GA	2.292664922534354	-0.003732401551689614
eff3p1di_GC	13.88260220413039	-0.00889348822936289
eff3p1di_GG	108.10772428652312	-0.02504008516926254
eff3p1di_GT	65.76259391157606	0.019437201651480693
eff3p1di_TA	0.11512969525978145	-0.0008229903920658355
eff3p1di_TC	0.6214022437797098	-0.001872419207654684
eff3p1di_TG	228.19810585929326	0.03596639250841276
eff3p1di_TT	8.985716183882468	-0.007178879351619432
eff3p2di_AA	3.8632828440130518	0.004641947444547625
eff3p2di_AC	118.81436558836819	-0.025945431123109233
eff3p2di_AG	158.267643553821	-0.029706496229330963
eff3p2di_AT	3.6185791703494963	-0.004527359883826734
eff3p2di_CA	6.4864162221806	0.006156919025603972
eff3p2di_CC	142.8996684258201	-0.028570212180324413
eff3p2di_CG	38.35699851250058	-0.014937026756743832
eff3p2di_CT	67.4645416554543	0.01978470701762919
eff3p2di_GA	256.1211182719664	0.03888378699667435
eff3p2di_GC	193.3485905587353	0.03330528015168057
eff3p2di_GG	63.183576843282566	0.01947506623102462
eff3p2di_GT	15.266926394022502	0.009418441877893627
eff3p2di_TA	36.16076015198717	-0.014344802905229216
eff3p2di_TC	174.06898738618216	-0.031349762550425334
eff3p2di_TG	5.202758318175095	-0.005552926944248371
eff3p2di_TT	4.832146771026769	-0.005225142604172085
eff3p3di_AA	91.68094281780486	-0.022580388367912638
eff3p3di_AC	1.5607532409884954	-0.003028984803341412
eff3p3di_AG	353.7827104620539	0.045324609948731935
eff3p3di_AT	1.968662989430033	-0.003344941944722694
eff3p3di_CA	92.94159641912623	-0.023026752204927257
eff3p3di_CC	223.70699626984313	-0.03567244017647594
eff3p3di_CG	3.0698685354266457	-0.0042054386113325026
eff3p3di_CT	37.74732755428046	-0.014662751579595727
eff3p3di_GA	5.808844584050218	-0.005731465427553785
eff3p3di_GC	2.4878762518210285	0.0038112162868592933
eff3p3di_GG	78.86812696778333	0.021739518415092245
eff3p3di_GT	57.43540930268652	-0.01822788688709678
eff3p3di_TA	2.726421941314674	-0.003894582217078057
eff3p3di_TC	45.30302513037609	0.01617035147880008
eff3p3di_TG	219.0965783482435	0.03592876838516054
eff3p3di_TT	43.308419663920475	-0.015768694964327024
eff3p4di_AA	0.1866652335911613	0.0010356420533984539
eff3p4di_AC	1.9485841640880954	-0.003345003666140554
eff3p4di_AG	4.318881044559634	0.005022762231041459
eff3p4di_AT	134.5185035999456	0.027990598821953552
eff3p4di_CA	0.37996742246430837	0.0014645322033523802
eff3p4di_CC	206.28178977756875	-0.03410782557290087
eff3p4di_CG	32.39685890458978	-0.013551615882089526
eff3p4di_CT	7.401940823379312	0.006464888983991754
eff3p4di_GA	118.82377895314698	0.026532509198953853
eff3p4di_GC	7.598239147292326	-0.006582054800419982
eff3p4di_GG	2.732100091358464	-0.004034204199128382
eff3p4di_GT	8.048028214224647	-0.006797228801124128
eff3p4di_TA	17.39879395656399	-0.009883605916739204
eff3p4di_TC	192.1416353602644	-0.03328970829677587
eff3p4di_TG	53.36139035526398	0.01759432660787926
eff3p4di_TT	18.822468785656845	0.010403148023288457
eff3p5di_AA	26.01171646586492	-0.012346614893773221
eff3p5di_AC	15.069710885853276	-0.009344416658477534
eff3p5di_AG	29.38816251578271	0.013220349794340032
eff3p5di_AT	1.8732443836834938	-0.003298361868036984
eff3p5di_CA	3.6667460636009186	0.004557534097291711
eff3p5di_CC	133.98055981383976	-0.027325830208157806
eff3p5di_CG	1.5514254562776146e-05	-9.391954793321316e-06
eff3p5di_CT	115.99841003425956	-0.02562814328595573
eff3p5di_GA	96.92192181294543	0.024145019984855173
eff3p5di_GC	1.9055652980058129	-0.003259077187513672
eff3p5di_GG	52.604565842513686	-0.01755923780576831
eff3p5di_GT	141.17528434391303	0.02832467625099677
eff3p5di_TA	43.35256446673116	0.01562126623875998
eff3p5di_TC	0.8066811195774092	-0.0021374752589024713
eff3p5di_TG	43.93267831916454	0.016000653825694558
eff3p5di_TT	25.867337597346005	-0.01222704291780188
effmd1di_AA	47.69992353108375	0.016693262023871586
effmd1di_AC	168.57955289036022	-0.030947205621734523
effmd1di_AG	11.499984746161916	-0.00821136072507617
effmd1di_AT	208.62797835940373	0.0345917718639624
effmd1di_CA	34.173469907572695	-0.013941251314575166
effmd1di_CC	168.60124407434404	-0.030557033910018985
effmd1di_CG	43.167359862427716	-0.0155708690707464
effmd1di_CT	77.98004322030421	-0.021095748571574955
effmd1di_GA	258.9432539333193	0.03929029374928892
effmd1di_GC	29.907167308234666	-0.01303138871405158
effmd1di_GG	0.41199744549331296	0.0015473043751936628
effmd1di_GT	2.458759202702229	-0.0037740260671549957
effmd1di_TA	51.120085909628166	-0.017218164581377652
effmd1di_TC	15.297416792516394	-0.009290345271113826
effmd1di_TG	65.72787919897527	0.01978885222995064
effmd1di_TT	73.16153116174651	0.02043247863004112
effmd2di_AA	30.32066543559218	0.013306161984364354
effmd2di_AC	99.67253304384094	-0.02394626999681343
effmd2di_AG	83.4251034301225	0.02212608933198254
effmd2di_AT	55.810385763497436	0.018029397655916928
effmd2di_CA	82.92561014584147	-0.021689164212988925
effmd2di_CC	57.38732358545536	-0.01783197555471865
effmd2di_CG	101.07410763517187	-0.023841754033732003
effmd2di_CT	58.39940269264461	-0.018248473936382747
effmd2di_GA	15.360934300619691	0.009645558688923188
effmd2di_GC	46.99573785295698	-0.016236049235252067
effmd2di_GG	4.4968042513410875	-0.005116071670812941
effmd2di_GT	15.980411801131307	0.009601510834139217
effmd2di_TA	2.0904714683981513	0.0034768881402860623
effmd2di_TC	54.53689128396862	-0.017481487957882964
effmd2di_TG	244.54956003144173	0.03770314353986237
effmd2di_TT	0.12348825090681886	-0.0008423707050804821
effmd3di_AA	0.0008323193347117408	6.980570023025316e-05
effmd3di_AC	50.02886458295121	-0.016910234351021798
effmd3di_AG	41.09019533438086	0.015624045725526343
effmd3di_AT	10.69464178635168	0.007897328125340736
effmd3di_CA	34.62971482798455	-0.01399846376307527
effmd3di_CC	80.15838181860238	-0.021048695237362088
effmd3di_CG	65.94285747403151	-0.019265021451922514
effmd3di_CT	90.77085560379052	-0.022728849180778735
effmd3di_GA	169.2632376889596	0.031722001425110016
effmd3di_GC	0.0557047338557466	0.0005580694187051873
effmd3di_GG	3.5472311373663574	0.004563779671337467
effmd3di_GT	2.235938588432204	-0.0035777466775396075
effmd3di_TA	14.10688406261182	0.009041184862971903
effmd3di_TC	27.155297659455833	-0.012390053672171032
effmd3di_TG	148.00758539082335	0.029327958679674925
effmd3di_TT	56.11636500508668	-0.018016008271619713
effmd4di_AA	50.35860136342121	0.017210640841455946
effmd4di_AC	67.8751630306272	-0.01982740432725119
effmd4di_AG	46.79063945551989	0.01651227562145268
effmd4di_AT	60.594793963256585	0.01865957952893773
effmd4di_CA	4.995120979824989	-0.005314388309887318
effmd4di_CC	58.83021678317741	-0.018066475241756818
effmd4di_CG	1.3479471244395858	-0.002752053849428668
effmd4di_CT	97.00701845044854	-0.02344047928413466
effmd4di_GA	10.262475373094656	0.007843004805995903
effmd4di_GC	102.39164500002488	0.024139201424633043
effmd4di_GG	40.19165282110684	0.015261832259242554
effmd4di_GT	12.945291595428689	-0.008643317090981033
effmd4di_TA	150.05331624871428	-0.02941783960218593
effmd4di_TC	1.4719174361824225	-0.0028874387723993515
effmd4di_TG	15.224611578716893	-0.00944879735241381
effmd4di_TT	13.395858946823079	0.008766910163042641
effmd5di_AA	92.2966099825847	-0.023374485201407256
effmd5di_AC	61.5484344741826	-0.01873486926692747
effmd5di_AG	152.71525696697205	0.029865186800746565
effmd5di_AT	7.126320245559514	0.006444274416848188
effmd5di_CA	6.796017193603058	0.006253884139054427
effmd5di_CC	140.30952487680906	-0.02796363520881294
effmd5di_CG	17.257841109573544	0.009900631224037403
effmd5di_CT	14.017096597922055	-0.008926628726816798
effmd5di_GA	76.65916504912643	0.021372038665843834
effmd5di_GC	42.010263845566534	-0.015422649678631132
effmd5di_GG	1.2023333908079001	-0.0026335207976230022
effmd5di_GT	25.185201982962734	0.012001449204511263
effmd5di_TA	15.11706555869607	-0.009310846082228765
effmd5di_TC	137.22194498628824	-0.027816881044021833
effmd5di_TG	290.9810541388678	0.04105933968146939
effmd5di_TT	28.542030652708867	-0.012813494223640115
eff5p1tri_AAA	10.680369608469318	0.0077116485609685466
eff5p1tri_AAC	2.4576012997732035	-0.003695648425280652
eff5p1tri_AAG	12.968555240970234	-0.008628898927124973
eff5p1tri_AAT	251.24888262660707	0.03709007291443725
eff5p1tri_ACA	0.5316494445424544	-0.0017100020568011746
eff5p1tri_ACC	63.76625689888959	-0.018640794183176854
eff5p1tri_ACG	0.002472921653075112	0.00011605001131030285
eff5p1tri_ACT	0.027278897442698374	-0.0003869169616620054
eff5p1tri_AGA	18.467247721205773	-0.010273726003943098
eff5p1tri_AGC	29.396752608490544	-0.012686094790435387
eff5p1tri_AGG	54.07193503906895	-0.017349302327850105
eff5p1tri_AGT	0.6939572808347607	0.0019516543707347512
eff5p1tri_ATA	0.28577574246464743	-0.0012590521652210552
eff5p1tri_ATC	100.09117677348833	-0.02350223768549425
eff5p1tri_ATG	54.87124739802324	0.017453131652190777
eff5p1tri_ATT	148.13691926590403	0.028458793933220518
eff5p1tri_CAA	6.696848131897087	0.006045846020866081
eff5p1tri_CAC	2.7412811351512376	-0.0038510364921349955
eff5p1tri_CAG	33.99797005669345	-0.013618444082875278
eff5p1tri_CAT	10.779013742006072	-0.007650535939583479
eff5p1tri_CCA	39.1320589599344	-0.01457982899794873
eff5p1tri_CCC	27.4267445011322	-0.012180218646965786
eff5p1tri_CCG	9.92575044231155	-0.007338060841782224
eff5p1tri_CCT	28.717176709404253	-0.012472712263313
eff5p1tri_CGA	18.091338223522293	-0.00997852267643355
eff5p1tri_CGC	1.523426001128092	-0.002869568533498021
eff5p1tri_CGG	18.871748337218566	-0.010164766783608021
eff5p1tri_CGT	32.06006910736826	0.013164399641009406
eff5p1tri_CTA	44.497781792541005	-0.015555889448441324
eff5p1tri_CTC	3.9995547959356887	-0.004664140735229269
eff5p1tri_CTG	1.9730225830933796	0.0032705235475179372
eff5p1tri_CTT	11.444754209365831	-0.007885010781521125
eff5p1tri_GAA	14.21711895316398	-0.008807747343309809
eff5p1tri_GAC	75.4965905876534	-0.020294469283551515
eff5p1tri_GAG	0.07610165855202043	-0.0006501214090473511
eff5p1tri_GAT	1.77485182625258	-0.0031110531801655014
eff5p1tri_GCA	10.911345465298174	-0.007700951776716924
eff5p1tri_GCC	57.962718315885624	-0.017723532898606936
eff5p1tri_GCG	72.20878995713768	-0.019826244402422668
eff5p1tri_GCT	7.128412526192824	0.006222194326045961
eff5p1tri_GGA	63.8604340711038	-0.018691718013658695
eff5p1tri_GGC	65.80927772912592	-0.018904892398618377
eff5p1tri_GGG	1.3078175707156223	0.002672863958572798
eff5p1tri_GGT	6.592109567462247	-0.0059854906491162065
eff5p1tri_GTA	1.3631649087849567	0.0027317775995180016
eff5p1tri_GTC	48.82982335212544	-0.016263711825107188
eff5p1tri_GTG	34.0522727062638	-0.013628497884490864
eff5p1tri_GTT	17.620404082087603	-0.009793874526281172
eff5p1tri_TAA	669.6756577746714	0.06043265388621983
eff5p1tri_TAC	290.9629434122151	0.03975739285159074
eff5p1tri_TAG	0.21819874653267787	0.0010931847831122795
eff5p1tri_TAT	269.2203740540999	0.03824288599568512
eff5p1tri_TCA	22.52919871439941	0.011110730876848293
eff5p1tri_TCC	39.024465248205566	-0.0145947764994238
eff5p1tri_TCG	50.3890695420936	-0.01659930147099478
eff5p1tri_TCT	22.53229150999527	0.011164999866789312
eff5p1tri_TGA	110.70462132857699	0.024756082633619485
eff5p1tri_TGC	4.273741128072489	0.004825328800008529
eff5p1tri_TGG	1.7228050905866708	0.0030986876837309717
eff5p1tri_TGT	61.26342860270168	0.01831813198732191
eff5p1tri_TTA	10.48326037606329	0.0075686614888678255
eff5p1tri_TTC	67.80932070379674	0.019249591834055814
eff5p1tri_TTG	1.804556311743151	0.003156437679710991
eff5p1tri_TTT	104.14941672500271	0.02391818982450752
eff5p2tri_AAA	131.8094453545562	0.026922724171713406
eff5p2tri_AAC	4.843268329623282	-0.005149489567560824
eff5p2tri_AAG	37.545930017066325	0.014381481957017439
eff5p2tri_AAT	89.45914903040413	0.02208499595763242
eff5p2tri_ACA	11.353453536593346	0.007874378086665381
eff5p2tri_ACC	61.58559978395338	-0.01833577938546785
eff5p2tri_ACG	12.358355778781517	0.008233163952380381
eff5p2tri_ACT	4.6069402010047655	0.005009723009277432
eff5p2tri_AGA	0.4662131840785927	-0.0016112647995831777
eff5p2tri_AGC	1.7281749264987216	0.0030823184109817457
eff5p2tri_AGG	10.567375266261136	0.007671879011907488
eff5p2tri_AGT	135.19282862460173	-0.027473684743467217
eff5p2tri_ATA	139.1504848373567	0.02749810517650329
eff5p2tri_ATC	82.95569486629452	-0.021267784596779294
eff5p2tri_ATG	525.3475970787663	0.053634379500063695
eff5p2tri_ATT	0.35534821533249883	0.0013889247592837226
eff5p2tri_CAA	57.21809979955483	0.017714468320294944
eff5p2tri_CAC	10.513766984838895	-0.007569270738894665
eff5p2tri_CAG	36.61152907757129	-0.014153027464132068
eff5p2tri_CAT	7.457692459338064	-0.0063703392929346705
eff5p2tri_CCA	50.95005557009925	-0.016671857543809242
eff5p2tri_CCC	43.91174402731829	-0.015427295702966356
eff5p2tri_CCG	34.16315470162283	-0.013623091731404921
eff5p2tri_CCT	53.55437133768937	-0.017050137868587705
eff5p2tri_CGA	91.4168325547896	-0.022377494586112278
eff5p2tri_CGC	29.127435828199808	-0.012557069253733342
eff5p2tri_CGG	38.23306855894223	-0.014455463030714105
eff5p2tri_CGT	18.16015496864409	0.009927168346900526
eff5p2tri_CTA	5.599431496570983	-0.005516792643231872
eff5p2tri_CTC	63.767529117056014	0.01868532501376383
